Pico001,1000000,Long Corporation,6290000,https://pico.vn/41046/may-giat-toshiba-8-kg-awk905dvsg--mau-ghi.html,WashingMachine,human
MediaMart001335,Điện thoại iPhone SE (2020) 256GB Red,iPhone,16590000,https://mediamart.vn/smartphones/apple/dien-thoai-iphone-se-2020-256gb-red.htm,MobilePhone,Red
MediaMart001328,Điện thoại OPPO A3s 16GB Purple,Oppo,2590000,https://mediamart.vn/smartphones/oppo/dien-thoai-oppo-a3s-16gb-purple.htm,MobilePhone,Purple
MediaMart001336,Điện thoại Xiaomi S2 32GB Grey,Xiaomi,3688000,https://mediamart.vn/smartphones/xiaomi/dien-thoai-xiaomi-s2-32gb-grey.htm,MobilePhone,Grey
MediaMart001336,Laptop HP Pavilion 14-ce3037TU 8ZR43PA Win 10 /Core i5-1035G1,HP,15490000,https://mediamart.vn/laptop/hp/laptop-hp-pavilion-14ce3037tu-8zr43pa-win-10-core-i51035g1.htm,Laptop,no color,14'
MediaMart001337,Điện thoại Xiaomi Mi A1-64Gb Black,Xiaomi,4388000,https://mediamart.vn/smartphones/xiaomi/dien-thoai-xiaomi-mi-a164gb.htm,MobilePhone,Black
MediaMart001338,Điện thoại Xiaomi S2 32GB Gold,Xiaomi,3388000,https://mediamart.vn/smartphones/xiaomi/dien-thoai-xiaomi-s2-32gb-gold.htm,MobilePhone,Gold
MediaMart001339,Laptop ASUS GX502GV-ES018T Win10,Asus,51690000,https://mediamart.vn/laptop/asus/laptop-asus-gx502gves018t-win10.htm,Laptop,no color,14'
MediaMart001340,Điện thoại Xiaomi Mi A1-32Gb Gold,Xiaomi,4188000,https://mediamart.vn/smartphones/xiaomi/dien-thoai-xiaomi-mi-a132gb.htm,MobilePhone,Gold
MediaMart001341,Laptop HP Pavilion 14-ce3026TU 8WH93PA Vang Win10 /Core i5-1035G1,HP,17190000,https://mediamart.vn/laptop/hp/laptop-hp-pavilion-14ce3026tu-8wh93pa-vang-win10-core-i51035g1.htm,Laptop,no color,14'
MediaMart001342,Laptop ASUS GX701GXR-EV026T Win10,Asus,84990000,https://mediamart.vn/laptop/asus/laptop-asus-gx701gxrev026t-win10.htm,Laptop,no color,14'
MediaMart001343,Laptop HP Pavilion Gaming 15-dk0003TX 7HR34PA Core i7 | SSD 512G,HP,33990000,https://mediamart.vn/laptop/hp/laptop-hp-pavilion-gaming-15dk0003tx-7hr34pa-w10-i79750h-16gb-512gb-ssd-1tb-6gb-gtx-1660ti-156fhd.htm,Laptop,no color,15'
MediaMart001344,Laptop ASUS G731-VEV082T Win10,Asus,41990000,https://mediamart.vn/laptop/asus/laptop-asus-g731vev082t-win10.htm,Laptop,no color,14'
MediaMart001343,Điện Thoại Xiaomi MI MAX 3 Black,Xiaomi,6488000,https://mediamart.vn/smartphones/xiaomi/dien-thoai-xiaomi-mi-max-3-black.htm,MobilePhone,Black
MediaMart001346,Laptop ASUS TP412FA-EC120T Xám Win10,Asus,13490000,https://mediamart.vn/laptop/asus/laptop-asus-tp412faec120t-xam-win10.htm,Laptop,Grey,14'
MediaMart001347,Điện Thoại Xiaomi MI MAX 3 Gold,Xiaomi,6488000,https://mediamart.vn/smartphones/xiaomi/dien-thoai-xiaomi-mi-max-3-gold.htm,MobilePhone,Gold
MediaMart001346,Điện thoại Nokia 2 Pewter white,Nokia,1788000,https://mediamart.vn/smartphones/nokia/dien-thoai-nokia-2-pewter-white.htm,MobilePhone,White
MediaMart001345,Laptop HP ProBook 440 G7 9GQ16PA,HP,17590000,https://mediamart.vn/laptop/hp/laptop-hp-probook-440-g7-9gq16pa.htm,Laptop,no color,14'
MediaMart001350,Điện thoại BlackBerry Priv,BlackBerry,5988000,https://mediamart.vn/smartphones/blackberry/dien-thoai-blackberry-venice.htm,MobilePhone,Black
MediaMart001351,Laptop ASUS A412FA-EK153T Core i5 | RAM 8GB,Asus,14690000,https://mediamart.vn/laptop/asus/laptop-asus-a412faek153t-bac-w10-i58265u-8g-1t5-140fhd.htm,Laptop,no color,14'
MediaMart001352,Laptop HP ProBook 440 G7 9GQ14PA,HP,18290000,https://mediamart.vn/laptop/hp/laptop-hp-probook-440-g7-9gq14pa.htm,Laptop,no color,14'
MediaMart001350,Điện thoại Nokia 1 TA-1047 DS VN Dark Blue,Nokia,1188000,https://mediamart.vn/smartphones/nokia/dien-thoai-nokia-1-ta1047-ds-vn-dark-blue.htm,MobilePhone,Blue
MediaMart001354,Laptop HP ProBook 440 G7 9MV57PA,HP,21890000,https://mediamart.vn/laptop/hp/laptop-hp-probook-440-g7-9mv57pa.htm,Laptop,no color,14'
MediaMart001355,Laptop DELL Vostro 3580 V5I3058W Core i3 | Full HD,Dell,12990000,https://mediamart.vn/laptop/dell/laptop-dell-vostro-3580-v5i3058w-den-w10-i38145u-4g-1tb-156fhd-dvdrw.htm,Laptop,no color,14'
MediaMart001356,Điện thoại Nokia X 2 SIM Yellow,Nokia,688000,https://mediamart.vn/smartphones/nokia/dien-thoai-nokia-x-yellow.htm,MobilePhone,Yellow
MediaMart001357,Laptop HP ProBook 440 G7 9GQ13PA,HP,22390000,https://mediamart.vn/laptop/hp/laptop-hp-probook-440-g7-9gq13pa.htm,Laptop,no color,14'
MediaMart001358,Điện thoại Nokia 1 TA-1047 DS VN Warm Red,Nokia,1188000,https://mediamart.vn/smartphones/nokia/dien-thoai-nokia-1-ta1047-ds-vn-warm-red.htm,MobilePhone,Red
MediaMart001359,Điện thoại Sony Xperia X - F5122 Lime Gold,Sony,3590000,https://mediamart.vn/smartphones/sony/dien-thoai-sony-xperia-x-f5122-lime-gold.htm,MobilePhone,Gold
MediaMart001360,Laptop DELL Inspiron 3480 N4I7116W Core i7 | RAM 8GB,Dell,19490000,https://mediamart.vn/laptop/dell/laptop-dell-inspiron-3480-n4i7116w-bac-w10-i78565u-8gb-1t-14.htm,Laptop,no color,14'
MediaMart001361,Điện thoại Sony Xperia XA - F3116 Rose Gold,Sony,1488000,https://mediamart.vn/smartphones/sony/dien-thoai-sony-xperia-xa-pink-gold.htm,MobilePhone,Pink
MediaMart001360,Điện thoại Xiaomi Redmi Note 5 (32GB) Black,Xiaomi,4088000,https://mediamart.vn/smartphones/xiaomi/dien-thoai-xiaomi-redmi-note-5.htm,MobilePhone,Red
MediaMart001363,Laptop  HP ProBook 440 G7 9GQ11PA Win10,HP,27290000,https://mediamart.vn/laptop/hp/laptop-hp-probook-440-g7-9gq11pa-win10.htm,Laptop,no color,14'
MediaMart001364,Điện thoại Xiaomi Redmi 5 32GB Black,Xiaomi,2888000,https://mediamart.vn/smartphones/xiaomi/dien-thoai-xiaomi-redmi-5-32gb-black.htm,MobilePhone,Red
MediaMart001363,Điện thoại Huawei Honor Bee (Y541) White,Huawei,1388000,https://mediamart.vn/smartphones/huawei/huawei-y5-black-y541-u02b.htm,MobilePhone,Black
MediaMart001366,Laptop ASUS GA502DU-AL024T Win10,Asus,29290000,https://mediamart.vn/laptop/asus/laptop-asus-ga502dual024t-win10.htm,Laptop,no color,14'
MediaMart001367,Điện thoại Xiaomi Redmi 5 32GB Gold,Xiaomi,2888000,https://mediamart.vn/smartphones/xiaomi/dien-thoai-xiaomi-redmi-5-32gb-gold.htm,MobilePhone,Red
MediaMart001368,Laptop DELL Gaming G3 3590 70191515 Core i7 | SSD 512GB,Dell,32490000,https://mediamart.vn/laptop/dell/laptop-dell-inspiron-g3-3590-70191515-w10-i79750h-2x4gb-512gb-ssd-6gb-gtx-1660ti-156fhd.htm,Laptop,no color,14'
MediaMart001369,Điện thoại Oppo A71K Blue,Oppo,2488000,https://mediamart.vn/smartphones/oppo/dien-thoai-oppo-a71k-blue.htm,MobilePhone,Blue
MediaMart001368,Laptop HP ProBook 440 G7 9MV53PA,HP,17990000,https://mediamart.vn/laptop/hp/laptop-hp-probook-440-g7-9mv53pa.htm,Laptop,no color,14'
MediaMart001371,Điện thoại Samsung Galaxy A5 (2017) - A520F Pink,Samsung,2990000,https://mediamart.vn/smartphones/samsung/samsung-galaxy-a5-a520f-pink.htm,MobilePhone,Pink
MediaMart001373,Điện thoại Oppo A83 2018 16GB Blue,Oppo,2988000,https://mediamart.vn/smartphones/oppo/dien-thoai-oppo-a83-2018-blue.htm,MobilePhone,Blue
MediaMart001374,Laptop DELL Inspiron 5584 CXGR01 Core i5 | RAM 8GB,Dell,18990000,https://mediamart.vn/laptop/dell/laptop-dell-inspiron-5584-cxgr01-bac-w10-i58265u-8g-1t5-156fhd.htm,Laptop,no color,14'
MediaMart001375,Laptop DELL Inspiron 5491 N4TI5024W Bạc Win10,Dell,23390000,https://mediamart.vn/laptop/dell/laptop-dell-inspiron-5491-n4ti5024w-bac-win10.htm,Laptop,Silver,14'
MediaMart001376,Điện thoại Asus Zenfone 3 Max 5.5 ZC553KL - Gold,Asus,1988000,https://mediamart.vn/smartphones/asus/zenfone-3-max-55-zc553kl-gold.htm,MobilePhone,Gold
MediaMart001377,Laptop ASUS A512DA-EJ418T Bạc Win 10,Asus,16990000,https://mediamart.vn/laptop/asus/laptop-asus-a512daej418t-bac-win-10.htm,Laptop,Silver,14'
MediaMart001378,Điện thoại Oppo A83 2018 16GB Gold,Oppo,2988000,https://mediamart.vn/smartphones/oppo/dien-thoai-oppo-a83-2018-gold.htm,MobilePhone,Gold
MediaMart001379,Laptop ASUS X409FA-EK101T Bạc Win10,Asus,14390000,https://mediamart.vn/laptop/asus/laptop-asus-x409faek101t-bac-win10.htm,Laptop,Silver,14'
MediaMart001378,Điện thoại Realme RMX2042-Realme 6i Xanh,Realme,4990000,https://mediamart.vn/smartphones/realme/dien-thoai-realme-rmx2042realme-6i-xanh.htm,MobilePhone,Blue
MediaMart001381,Laptop Dell Gaming G3 3590 N5I5518W W10,Dell,24890000,https://mediamart.vn/laptop/dell/laptop-dell-gaming-g3-3590-n5i5518w-w10.htm,Laptop,no color,14'
MediaMart001382,Điện thoại Realme RMX2042-Realme 6i Trắng,Realme,4990000,https://mediamart.vn/smartphones/realme/dien-thoai-realme-rmx2042realme-6i-trang.htm,MobilePhone,White
MediaMart001381,Laptop ASUS S430FA-EB033T Core i3 | SSD 256GB,Asus,14290000,https://mediamart.vn/laptop/asus/laptop-asus-s430faeb033t-gold-w10-i38145u-14fhd-4gb-256gssd.htm,Laptop,Gold,14'
MediaMart001384,Điện thoại Xiaomi Mi Max 2,Xiaomi,5288000,https://mediamart.vn/smartphones/xiaomi/dien-thoai-xiaomi-mi-max-2.htm,MobilePhone,no color
MediaMart001385,Laptop Dell Inspiron 5593 N5I5513W Bạc Win10,Dell,20290000,https://mediamart.vn/laptop/dell/laptop-dell-inspiron-5593-n5i5513w-bac-win10.htm,Laptop,Silver,14'
MediaMart001386,Laptop ASUS X509FA-EJ099T Bạc Win10,Asus,11590000,https://mediamart.vn/laptop/asus/laptop-asus-x509faej099t-bac-win10.htm,Laptop,Silver,14'
MediaMart001387,Điện thoại Realme RMX2042-Realme 6i Xanh (DM),Realme,4990000,https://mediamart.vn/smartphones/realme/dien-thoai-realme-rmx2042realme-6i-xanh-dm.htm,MobilePhone,Blue
MediaMart001388,Laptop Lenovo LEGION Y520-15IKBN (80WK015FVN),Lenovo,16990000,https://mediamart.vn/laptop/lenovo/laptop-lenovo-legion-y52015ikbn80wk015fvncore-i57300hq-vga-4gbwin10.htm,Laptop,no color,14'
MediaMart001389,Điện thoại Realme RMX2042-Realme 6i Trắng (DM),Realme,4990000,https://mediamart.vn/smartphones/realme/dien-thoai-realme-rmx2042realme-6i-trang-dm.htm,MobilePhone,White
MediaMart001390,Điện thoại Oppo A71 (2018) Black,Oppo,2488000,https://mediamart.vn/smartphones/oppo/dien-thoai-oppo-a71-2018-black.htm,MobilePhone,Black
MediaMart001391,Điện thoại Samsung Galaxy A30 SM-A305F Black (DM),Samsung,4990000,https://mediamart.vn/smartphones/samsung/dtdd-samsung-galaxy-a30-sma305f-black-dm.htm,MobilePhone,Black
MediaMart001390,Laptop Asus X507MA-BR059T Win10-Xám,Asus,7490000,https://mediamart.vn/laptop/asus/laptop-asus-x507mabr059t-win10xam.htm,Laptop,Grey,14'
MediaMart001392,Laptop ASUS A512FA-EJ202T Bạc Win10,Asus,15090000,https://mediamart.vn/laptop/asus/laptop-asus-a512faej202t-bac-win10.htm,Laptop,Silver,14'
MediaMart001394,Laptop HP 15s-du0114TU 8WE69PA Win 10,HP,10490000,https://mediamart.vn/laptop/hp/laptop-hp-15sdu0114tu-8we69pa-win-10.htm,Laptop,no color,14'
MediaMart001395,Bộ quà tặng Huawei (gậy Selfie Cáp sạc vòng hook),Huawei,300000,https://mediamart.vn/smartphones/huawei/bo-qua-tang-huawei-gay-selfie-cap-sac-vong-hook.htm,MobilePhone,no color
MediaMart001392,Điện thoại Oppo A71 (2018) Gold,Oppo,2488000,https://mediamart.vn/smartphones/oppo/dien-thoai-oppo-a71-2018-gold.htm,MobilePhone,Gold
MediaMart001396,Laptop DELL Inspiron 5391 N3I3001W Bạc/Xám Win10,Dell,15690000,https://mediamart.vn/laptop/dell/laptop-dell-inspiron-5391-n3i3001w-bacxam-win10.htm,Laptop,Silver,14'
MediaMart001397,Laptop ASUS A512FL-EJ165T Bạc Win10,Asus,18490000,https://mediamart.vn/laptop/asus/laptop-asus-a512flej165t-bac-win10.htm,Laptop,Silver,14'
MediaMart001398,Laptop Asus FX505DT-AL003T AMD Ryzen 7 | SSD 512GB,Asus,22990000,https://mediamart.vn/laptop/asus/laptop-asus-fx505dtal003t-xam-w10-ryzen-73750h-8g-512gb-ssd-gf-gtx-1650-4g-156fhd.htm,Laptop,no color,14'
MediaMart001400,Laptop ASUS TP412FA-EC123T Xanh Win10,Asus,16990000,https://mediamart.vn/laptop/asus/laptop-asus-tp412faec123t-xanh-win10.htm,Laptop,Blue,14'
MediaMart001401,Laptop ASUS FX505DU-AL070T Xám Win10,Asus,24990000,https://mediamart.vn/laptop/asus/laptop-asus-fx505dual070t-xam-win10.htm,Laptop,Grey,14'
MediaMart001402,Laptop ASUS X505BA-BR312T Vàng Win10,Asus,7990000,https://mediamart.vn/laptop/asus/laptop-asus-x505babr312t-vang-win10.htm,Laptop,Yellow,14'
MediaMart001403,Laptop ASUS X505BA-BR293T Xám Win10,Asus,7990000,https://mediamart.vn/laptop/asus/laptop-asus-x505babr293t-xam-win10.htm,Laptop,Grey,14'
MediaMart001404,Laptop HP ENVY x360 13-ar0072AU 6ZF34PA Ryzen 7-3700U,HP,26590000,https://mediamart.vn/laptop/hp/laptop-hp-envy-x360-13ar0072au-6zf34pa.htm,Laptop,no color,13'
MediaMart001397,Điện thoại Xiaomi Mi A1-64Gb Gold,Xiaomi,4388000,https://mediamart.vn/smartphones/xiaomi/dien-thoai-di-dong-xiaomi-mi-a164gb-gold.htm,MobilePhone,Gold
MediaMart001405,Điện thoại Xiaomi Mi A1-64Gb Rose Gold,Xiaomi,4388000,https://mediamart.vn/smartphones/xiaomi/dien-thoai-di-dong-xiaomi-mi-a164gb-rose-gold.htm,MobilePhone,Gold
MediaMart001406,Điện thoại Xiaomi Mi A1-64Gb Red,Xiaomi,4388000,https://mediamart.vn/smartphones/xiaomi/dien-thoai-di-dong-xiaomi-mi-a164gb-red.htm,MobilePhone,Red
MediaMart001400,Laptop Dell Inspiron 5593 N5I5461W Bạc Win10,Dell,21490000,https://mediamart.vn/laptop/dell/laptop-dell-inspiron-5593-n5i5461w-bac-win10.htm,Laptop,Silver,14'
MediaMart001407,Điện thoại Xiaomi Mi A1-32Gb Black,Xiaomi,4188000,https://mediamart.vn/smartphones/xiaomi/dien-thoai-di-dong-xiaomi-mi-a132gb-black.htm,MobilePhone,Black
MediaMart001408,Laptop Dell Inspiron 7391 N3TI5008W Win10,Dell,25890000,https://mediamart.vn/laptop/dell/laptop-dell-inspiron-7391-n3ti5008w-win10.htm,Laptop,no color,14'
MediaMart001409,Điện thoại Xiaomi Mi A1-32Gb Red,Xiaomi,4188000,https://mediamart.vn/smartphones/xiaomi/dien-thoai-di-dong-xiaomi-mi-a132gb-red.htm,MobilePhone,Red
MediaMart001410,Laptop Lenovo IDP S540-15IML(81NG004QVN) Core i5 Comet Lake,Lenovo,18490000,https://mediamart.vn/laptop/lenovo/laptop-lenovo-idp-s54015iml81ng004qvn-core-i5-comet-lake.htm,Laptop,no color,14'
MediaMart001411,Điện thoại Mobiistar Lai Yuna Black,Mobiistar,1988000,https://mediamart.vn/smartphones/mobiistar/dien-thoai-mobiistar-lai-yuna-black.htm,MobilePhone,Black
MediaMart001412,Laptop Dell Inspiron 5593 (N5593A) P90F002N93A Bạc Win 10 Core i7,Dell,24990000,https://mediamart.vn/laptop/dell/laptop-dell-inspiron-5593-n5593a-p90f002n93a-bac-win-10-core-i7.htm,Laptop,Silver,14'
MediaMart001413,Điện thoại Mobiistar Lai Yuna White,Mobiistar,1988000,https://mediamart.vn/smartphones/mobiistar/dien-thoai-mobiistar-lai-yuna-white.htm,MobilePhone,White
MediaMart001414,Laptop DELL Inspiron 3580 (N3580B) P75F006N80B,Dell,10490000,https://mediamart.vn/laptop/dell/laptop-dell-inspiron-3580-n3580b-p75f006n80b.htm,Laptop,no color,14'
MediaMart001415,Điện thoại Mobiistar Lai Yuna S Rose gold,Mobiistar,1988000,https://mediamart.vn/smartphones/mobiistar/dien-thoai-mobiistar-lai-yuna-s-rose-gold.htm,MobilePhone,Gold
MediaMart001416,Laptop ASUS D570DD-E4028T Đen Win10,Asus,15990000,https://mediamart.vn/laptop/asus/laptop-asus-d570dde4028t-den-win10.htm,Laptop,Black,14'
MediaMart001417,Điện thoại Mobiistar Lai Zoro 2 Black,Mobiistar,1588000,https://mediamart.vn/smartphones/mobiistar/dien-thoai-mobiistar-lai-zoro-2-black.htm,MobilePhone,Black
MediaMart001418,Laptop ASUS S431FA-EB511T Bạc Win10,Asus,17890000,https://mediamart.vn/laptop/asus/laptop-asus-s431faeb511t-bac-win10.htm,Laptop,Silver,14'
MediaMart001419,Laptop Lenovo IDP S145-14IIL(81W6001GVN) Core i3  Ice Lake,Lenovo,11590000,https://mediamart.vn/laptop/lenovo/laptop-lenovo-idp-s14514iil81w6001gvn-core-i3-ice-lake.htm,Laptop,no color,14'
MediaMart001420,Laptop Asus X509FA-EJ203T Bạc Win 10,Asus,13890000,https://mediamart.vn/laptop/asus/laptop-asus-x509faej203t-bac-win-10.htm,Laptop,Silver,14'
MediaMart001421,Laptop DELL Vostro 5590 (V5590A) P88F001N90A Win10,Dell,22990000,https://mediamart.vn/laptop/dell/laptop-dell-vostro-5590-v5590a-p88f001n90a-win10.htm,Laptop,no color,14'
MediaMart001422,Laptop DELL Vostro 3590 (V3590A) P75F010N90A Win10,Dell,15890000,https://mediamart.vn/laptop/dell/laptop-dell-vostro-3590-v3590a-p75f010n90a-win10.htm,Laptop,no color,14'
MediaMart001423,Laptop Lenovo Yoga 520-14IKB(80X80108VN),Lenovo,10990000,https://mediamart.vn/laptop/lenovo/laptop-lenovo-yoga-52014ikb80x80108vn-core-i3-kabylake-win10gold.htm,Laptop,Gold,14'
MediaMart001424,Laptop Asus UX370UA-C4217TS,Asus,40590000,https://mediamart.vn/laptop/asus/laptop-asus-ux370uac4217ts.htm,Laptop,no color,14'
MediaMart001425,Laptop Lenovo ThinkPad X1 Carbon 7(20R1S00100) core i5,Lenovo,46990000,https://mediamart.vn/laptop/lenovo/laptop-lenovo-thinkpad-x1-carbon-720r1s00100-core-i5.htm,Laptop,no color,14'
MediaMart001426,Laptop HP 15s-fq1021TU 8VY74PA Win 10,HP,16190000,https://mediamart.vn/laptop/hp/laptop-hp-15sfq1021tu-8vy74pa-win-10.htm,Laptop,no color,14'
MediaMart001427,Laptop Lenovo IDP C340-14API (81N600A2VN) Win 10,Lenovo,15490000,https://mediamart.vn/laptop/lenovo/laptop-lenovo-idp-c34014api-81n600a2vn-win-10.htm,Laptop,no color,14'
MediaMart001428,Laptop Lenovo IDP S540-14IML (81NF0062VN) Core i5 Win 10,Lenovo,18990000,https://mediamart.vn/laptop/lenovo/laptop-lenovo-idp-s54014iml-81nf0062vn-core-i5-win-10.htm,Laptop,no color,14'
MediaMart001429,Laptop Lenovo Legion Y7000-15IRH (81V4000AVN) Core i5,Lenovo,22990000,https://mediamart.vn/laptop/lenovo/laptop-lenovo-legion-y700015irh-81v4000avn-core-i5.htm,Laptop,no color,14'
MediaMart001430,Laptop Lenovo ThinkPad X1 Carbon 7(20R1S01N00) Core i7,Lenovo,50990000,https://mediamart.vn/laptop/lenovo/laptop-lenovo-thinkpad-x1-carbon-720r1s01n00-core-i7.htm,Laptop,no color,14'
MediaMart001431,Laptop Lenovo IdeaPad S145-15API 81UT00F1VN đen Win10,Lenovo,11590000,https://mediamart.vn/laptop/lenovo/laptop-lenovo-ideapad-s14515api-81ut00f1vn-den-win10.htm,Laptop,Black,14'
MediaMart001432,Laptop Dell Vostro 3490 70207360 Đen Win10,Dell,16290000,https://mediamart.vn/laptop/dell/laptop-dell-vostro-3490-70207360-den-win10.htm,Laptop,Black,14'
MediaMart001433,Laptop Dell Inspiron 3593 (70205744) Win10 /i5-1035G1 Bạc,Dell,16290000,https://mediamart.vn/laptop/dell/laptop-dell-inspiron-3593-70205744-win10-i51035g1-bac.htm,Laptop,Silver,14'
MediaMart001435,Laptop Dell Vostro 3490 70211829 Đen Win10 Core i3,Dell,10990000,https://mediamart.vn/laptop/dell/laptop-dell-vostro-3490-70211829-den-win10-core-i3.htm,Laptop,Black,14'
MediaMart001436,Laptop HP Envy 13-aq1021TU 8QN79PA Vàng Win10,HP,21690000,https://mediamart.vn/laptop/hp/laptop-hp-envy-13aq1021tu-8qn79pa-vang-win10.htm,Laptop,Yellow,13'
MediaMart001437,Laptop Lenovo IDP S145-14API (81UV005AVN) Win 10,Lenovo,11290000,https://mediamart.vn/laptop/lenovo/laptop-lenovo-idp-s14514api-81uv005avn-win-10.htm,Laptop,no color,14'
MediaMart001439,Laptop Lenovo IDP S340-15API (81NC00G8VN) Win 10,Lenovo,14290000,https://mediamart.vn/laptop/lenovo/laptop-lenovo-idp-s34015api-81nc00g8vn-win-10.htm,Laptop,no color,14'
MediaMart001440,Laptop HP Envy 13-aq1023TU 8QN84PA Vàng Win10,HP,27690000,https://mediamart.vn/laptop/hp/laptop-hp-envy-13aq1023tu-8qn84pa-vang-win10.htm,Laptop,Yellow,13'
MediaMart001460,Điện thoại Samsung Galaxy J3 Pro - J330G Blue,Samsung,2488000,https://mediamart.vn/smartphones/samsung/dien-thoai-samsung-galaxy-j3-pro.htm,MobilePhone,Blue
MediaMart001461,Điện thoại Masstel N536 Gold,Masstel,998000,https://mediamart.vn/smartphones/masstel/dien-thoai-masstel-n536-gold.htm,MobilePhone,Gold
MediaMart001462,Điện thoại Samsung Galaxy J3(6) - J320G Gold,Samsung,1788000,https://mediamart.vn/smartphones/samsung/dien-thoai-samsung-galaxy-j3-4g-lte-j320h-gold.htm,MobilePhone,Gold
MediaMart001463,Điện thoại Samsung Galaxy J7 Prime - G610F Gold,Samsung,2590000,https://mediamart.vn/smartphones/samsung/dien-thoai-samsung-galaxy-j7-prime.htm,MobilePhone,Gold
MediaMart001464,Điện thoại Samsung Galaxy J7 Pro - J730G Pink,Samsung,3788000,https://mediamart.vn/smartphones/samsung/dtdd-samsung-galaxy-j7-pro-j730g-pink.htm,MobilePhone,Pink
MediaMart001465,Apple iPhone X 64GB (DM),iPhone,16990000,https://mediamart.vn/smartphones/apple/apple-iphone-x-64gb-dm.htm,MobilePhone,no color
MediaMart001466,Điện thoại Samsung Galaxy Note 10 Silver (Aura Glow),Samsung,18990000,https://mediamart.vn/smartphones/samsung/dien-thoai-samsung-galaxy-note-moi.htm,MobilePhone,Silver
MediaMart001467,Điện thoại Samsung Galaxy M20 (DA) - M205G,Samsung,3990000,https://mediamart.vn/smartphones/samsung/dien-thoai-samsung-galaxy-m20-da-m205g.htm,MobilePhone,no color
MediaMart001468,APPLE iPhone 8 Plus 64GB Grey VN/A,iPhone,14990000,https://mediamart.vn/smartphones/apple/apple-iphone-8-plus-64gb-grey-vna.htm,MobilePhone,Grey
MediaMart001469,APPLE iPhone 8 Plus 64GB Silver VN/A,iPhone,15490000,https://mediamart.vn/smartphones/apple/apple-iphone-8-plus-64gb-silver-vna.htm,MobilePhone,Silver
MediaMart001470,Điện thoại NOKIA 2.2 TA-1188 DS 2/16 Steel (xám),Nokia,1690000,https://mediamart.vn/smartphones/nokia/dien-thoai-nokia-22-ta1188-ds-216-steel-xam.htm,MobilePhone,Grey
MediaMart001472,Điện thoại Samsung Galaxy Note 10 Black (Aura Black),Samsung,18990000,https://mediamart.vn/smartphones/samsung/dien-thoai-samsung-galaxy-note-10-mau-den.htm,MobilePhone,Black
MediaMart001474,Điện thoại Samsung Galaxy Note 10 Pink (Aura Pink),Samsung,18990000,https://mediamart.vn/smartphones/samsung/dien-thoai-samsung-galaxy-note-10-mau-hong.htm,MobilePhone,Pink
MediaMart001476,Điện thoại Nokia 3.2 (3/32GB) Bạc,Nokia,3290000,https://mediamart.vn/smartphones/nokia/dien-thoai-nokia-32-332gb-bac.htm,MobilePhone,Silver
MediaMart001478,Điện thoại Nokia 3.2 (2/16GB) Bạc,Nokia,2190000,https://mediamart.vn/smartphones/nokia/dien-thoai-nokia-32-216gb-bac.htm,MobilePhone,Silver
MediaMart001480,Điện thoại OPPO Reno xanh - CPH1917,Oppo,10990000,https://mediamart.vn/smartphones/oppo/dien-thoai-oppo-cph1917-reno-xanh.htm,MobilePhone,Blue
MediaMart001482,Điện thoại OPPO Reno đen - CPH1917,Oppo,10990000,https://mediamart.vn/smartphones/oppo/dien-thoai-oppo-cph1917-reno-den.htm,MobilePhone,Black
MediaMart001484,Điện thoại OPPO Reno 10x Zoom Xanh - CPH1919,Oppo,17990000,https://mediamart.vn/smartphones/oppo/dien-thoai-oppo-cph1919-reno-10x-zoom-xanh.htm,MobilePhone,Blue
MediaMart001486,Điện thoại OPPO Reno 10x Zoom Đen - CPH1919,Oppo,17990000,https://mediamart.vn/smartphones/oppo/dien-thoai-oppo-cph1919-reno-10x-zoom-den.htm,MobilePhone,Black
MediaMart001488,Điện thoại OPPO Reno 10x Zoom Xanh (DM) - CPH1919,Oppo,17990000,https://mediamart.vn/smartphones/oppo/dien-thoai-oppo-cph1919-reno-10x-zoom-xanh-dm.htm,MobilePhone,Blue
MediaMart001490,Điện thoại OPPO Reno 10x Zoom Đen (DM) - CPH1919,Oppo,17990000,https://mediamart.vn/smartphones/oppo/dien-thoai-oppo-cph1919-reno-10x-zoom-den-dm.htm,MobilePhone,Black
MediaMart001492,Điện thoại OPPO - F11 Trắng,Oppo,4990000,https://mediamart.vn/smartphones/oppo/dien-thoai-oppo-f11-trang.htm,MobilePhone,White
MediaMart001494,Điện thoại OPPO - F11 Trắng (DM),Oppo,4990000,https://mediamart.vn/smartphones/oppo/dien-thoai-oppo-f11-trang-dm.htm,MobilePhone,White
MediaMart001496,Điện thoại OPPO CPH1969 - F11 Pro 128GB Xanh,Oppo,5990000,https://mediamart.vn/smartphones/oppo/dien-thoai-oppo-cph1969-f11-pro-128gb-xanh.htm,MobilePhone,Blue
MediaMart001498,Điện thoại OPPO CPH1969 - F11 Pro 128GB Đen (DM),Oppo,5990000,https://mediamart.vn/smartphones/oppo/dien-thoai-oppo-cph1969-f11-pro-128gb-den-dm.htm,MobilePhone,Black
MediaMart001500,Điện thoại OPPO CPH1969 - F11 Pro 128GB Xanh (DM),Oppo,5990000,https://mediamart.vn/smartphones/oppo/dien-thoai-oppo-cph1969-f11-pro-128gb-xanh-dm.htm,MobilePhone,Blue
MediaMart001502,Điện thoại OPPO - F11 Xanh,Oppo,4990000,https://mediamart.vn/smartphones/oppo/dien-thoai-oppo-f11-xanh.htm,MobilePhone,Blue
